index,Brand,Country,Whiskies,Votes,Rating,Brand_Ranking
3330,Prestonfield,Scotland,10,7,84.32,D
3331,Prestonfield House,Scotland,3,3,80.56,D
3332,Preußische P8 382267,Scotland,1,1,86.25,C
3333,Preussischer Whisky,Germany,36,17,69.96,G
3334,Prichard's,United States,13,7,80.28,D
3335,Pride of Islay,Scotland,5,5,83.56,D
3336,Pride of Orkney,Scotland,5,5,81.80,D
3337,Pride of Strathspey,Scotland,27,21,91.74,B
3338,Pride of the Lowlands,Scotland,3,2,83.97,D
3344,Prince of Wales,United Kingdom,14,1,78.33,E
3345,Prince Regent,Scotland,1,1,90.22,B
3347,Printer's,Czech Republic,2,1,57.25,G
3349,Private Stock,Scotland,6,6,81.31,D
3350,Prizefight,Ireland,1,1,80.00,D
3351,Probably Speyside's Finest,Scotland,34,31,89.29,C
3352,Prometheus,Scotland,3,3,89.58,C
3354,Prum,Germany,5,4,73.67,F
3355,Puni,Italy,20,20,78.26,E
3358,Pure Kentucky,United States,7,7,83.14,D
3359,Pure Malt,Scotland,8,2,80.25,D
3360,Pure Malt Scotch Whisky,Scotland,2,1,89.00,C
3361,Pure Scot,Scotland,3,1,76.75,E
3362,Pure Single Malt,Scotland,8,6,88.00,C
3363,Pure Taste,Belgium,4,4,79.82,E
3365,Putachieside,Scotland,4,3,82.72,D
3369,QE2,Scotland,5,2,86.00,C
3370,Queen Anne,Scotland,23,9,79.74,E
3371,Queen Elizabeth,Scotland,5,1,83.00,D
3373,Queen Margot,Scotland,7,5,63.81,G
3375,Queen Mary of Scots,Scotland,1,1,35.00,G
3377,Queen of Scotland,Scotland,1,1,57.20,G
3378,Queen of Scots,Scotland,1,1,54.00,G
3379,Queen of Spey,Scotland,1,1,84.33,D
3380,Queen's Castle,Scotland,4,1,80.00,D
3382,Queens & Kings,Germany,6,4,85.67,C
3390,Raasay,Scotland,3,3,84.21,D
3393,Racke Rauchzart,Germany,11,5,70.68,F
3394,Rackhouse,United States,2,2,79.75,E
3395,Raetia,Switzerland,4,2,80.00,D
3396,Ragtime,United States,1,1,80.75,D
3399,Rainbow Whisky,Japan,1,1,79.00,E
3400,Rampur,India,4,3,76.76,E
3403,Ranch Wood,United States,3,1,59.33,G
3405,Randy Ruby,Scotland,1,1,87.63,C
3406,Ranger Creek,United States,6,2,78.25,E
3410,Ransom,United States,4,3,84.11,D
3412,Rare Auld Blended,Scotland,1,1,87.00,C
3415,Rare Perfection,United States,8,1,90.00,B
3416,Rascally Liquor,Scotland,6,6,77.60,E
3417,Rasputin,United States,3,2,74.50,F
3419,Rattray's Selection,Scotland,3,1,87.57,C
3420,Rauchkofel,Austria,2,2,90.50,B
3421,Ravishing Rosie,Scotland,1,1,87.14,C
3424,Real Mackay,Scotland,1,1,28.00,G
3427,Rebel Yell,United States,23,13,77.88,E
3428,Rebell,Germany,1,1,76.00,E
3429,Rebellion,United States,2,1,79.00,E
3432,Red Baron,Scotland,1,1,88.40,C
3433,Red Baron of Speyside,Scotland,1,1,88.09,C
3434,Red Deer,Germany,2,2,82.49,D
3437,Red Hackle,Scotland,12,3,83.17,D
3439,Red Hills,Scotland,5,1,80.00,D
3441,Red Lion,Scotland,2,1,70.00,F
3443,Red Peak's,Germany,6,4,76.06,E
3444,Red River,United States,3,1,4.00,G
3446,Red Snake,Scotland,14,10,84.27,D
3447,Red Star,Scotland,1,1,79.00,E
3449,Redbreast,Ireland,68,59,86.96,C
3450,Redemption,United States,21,11,78.36,E
3454,Reflets de France,France,1,1,70.50,F
3461,Reisetbauer,Austria,13,9,66.43,G
3462,Reliance,Scotland,11,3,82.33,D
3464,Repeal,United States,1,1,84.00,D
3466,Reserve Legendaire,France,2,1,83.00,D
3467,Reservoir,United States,15,5,83.40,D
3468,Resurrection,Scotland,1,1,88.82,C
3469,Revel Stoke,Canada,2,1,55.00,G
3473,Rhetoric,United States,5,4,87.02,C
3474,Rhinnesdhu,Scotland,2,1,86.00,C
3476,Rich & Rare,Canada,1,1,82.00,D
3479,Rieger und Hofmeister,Germany,4,1,59.00,G
3480,Rìgh Seumas,Scotland,2,2,82.47,D
3481,Rissmoor,Germany,1,1,70.00,F
3482,Rittenhouse,United States,27,20,84.33,D
3485,Riverboat,United States,3,1,72.00,F
3486,Riverflow,Scotland,1,1,77.80,E
3489,Rob Roy,Scotland,14,3,81.78,D
3490,Robbie Burns,Scotland,4,3,80.47,D
3491,Robbie Dhu,Scotland,3,2,79.00,E
3493,Robert Burns,Scotland,22,19,75.58,E
3495,Robertson's,Scotland,7,4,79.31,E
3496,Rock Hill Farms,United States,4,4,84.93,D
3497,Rock Oyster,Scotland,9,8,82.98,D
3498,Rock Town,United States,28,10,80.67,D
3499,Rock Whisky,Austria,3,1,81.00,D
3501,Rocky Mountain,United States,2,1,96.00,A
3503,Roderick Dhu,Scotland,4,3,78.47,E
3506,Roe & Co,Ireland,1,1,80.47,D
3507,Rogha,Scotland,1,1,93.00,B
3508,Roghainn Nam Feareolais,Scotland,1,1,85.00,C
3510,Rogner,Austria,6,1,75.00,E
3511,Rogue,United States,2,2,69.13,G
3515,Roof Rye,France,1,1,83.00,D
3516,Rös,Denmark,1,1,80.50,D
3519,Rosebank,Scotland,563,388,86.25,C
3520,Roslags,Sweden,4,4,75.92,E
3521,Ross & Cameron's,Scotland,2,1,91.00,B
3523,Rosscanich,Scotland,1,1,92.00,B
3524,Rossend Castle,Scotland,1,1,78.67,E
3526,Rouget de L'Isle,France,5,5,84.87,D
3527,Rough Rider,United States,6,3,83.22,D
3528,RoughStock,United States,15,8,74.59,F
3529,Rowan's Creek,United States,22,17,82.99,D
3531,Royal Ages,Scotland,4,2,80.50,D
3534,Royal Brackla,Scotland,330,219,83.90,D
3535,Royal Brewhouse,Indonesia,2,2,75.50,E
3536,Royal Bruce,Scotland,2,1,71.00,F
3539,Royal Canadian,Canada,5,3,73.50,F
3542,Royal Challenge,India,3,1,70.00,F
3546,Royal Command,Scotland,1,1,87.00,C
3548,Royal Crown,Canada,1,1,81.00,D
3550,Royal Culross,Scotland,5,2,80.13,D
3551,Royal Deeside,Scotland,4,1,65.00,G
3552,Royal Elgin,Scotland,3,2,84.50,D
3554,Royal Findhorn,Scotland,1,1,78.00,E
3556,Royal Glendee,Scotland,1,1,89.64,C
3558,Royal Household,Japan,2,1,84.00,D
3559,Royal Island,Scotland,6,3,88.75,C
3560,Royal Lochnagar,Scotland,175,132,84.03,D
3563,Royal Martins',Scotland,1,1,83.00,D
3564,Royal Park,Scotland,2,1,75.00,E
3566,Royal Pheasant,Scotland,1,1,77.00,E
3568,Royal Salute,Scotland,70,43,85.33,C
3571,Royal Stirling,Scotland,2,1,71.50,F
3572,Royal Thistle,Scotland,2,1,77.00,E
3577,Ruadh Maor,Scotland,6,4,85.06,C
3578,Ruby of Islay,Scotland,2,2,86.55,C
3579,Rugenbräu,Switzerland,44,35,82.89,D
3581,Runrig,Scotland,1,1,83.50,D
3582,Russell's Reserve,United States,44,26,85.42,C
3585,Rutherford's,Scotland,22,3,78.33,E
3586,RWO Malocherwhisky,Germany,2,1,81.00,D
3590,Ryemageddon,United States,1,1,77.00,E
3592,S. S. P.,United States,1,1,84.00,D
3593,S.S. Pierce,United States,4,1,88.00,C
3594,Saburomaru,Japan,3,3,92.17,B
3596,Sächsischer Single Malt,Germany,1,1,74.50,F
3598,Saense Whisky,Netherlands,2,1,58.00,G
3599,Safari Whisky,Kenya,1,1,61.00,G
3601,Saillt Mór,Germany,10,5,82.48,D
3603,Sainsbury's,Scotland,11,7,78.55,E
3604,Saint Isidore,Scotland,1,1,86.00,C
3608,Saltyre,Scotland,2,2,83.25,D
3609,Sam Barton,Canada,2,1,70.00,F
3611,Sam Houston,United States,7,4,78.06,E
3614,Samaroli by Samaroli,Scotland,8,1,75.50,E
3616,Same as 10k,Scotland,1,1,86.86,C
3617,Samrock,United States,1,1,76.00,E
3619,Samuel Smith & Son,Australia,7,2,84.00,D
3621,San Graal,Belgium,2,2,71.28,F
3622,Sandeman,Scotland,6,1,64.00,G
3623,Sandend,Scotland,1,1,87.11,C
3624,Sandend Bay,Scotland,3,3,83.69,D
3625,Sandy Macdonald,Scotland,5,3,83.08,D
3626,Sandy Macnab's,Scotland,7,4,83.46,D
3630,Säntis Malt,Switzerland,161,133,83.18,D
3631,Säntisblick,Switzerland,6,4,56.46,G
3632,Sapporo,Japan,3,2,82.50,D
3636,Sazerac,United States,22,18,88.99,C
3639,Scallywag,Scotland,15,15,88.16,C
3640,Scapa,Scotland,312,177,83.92,D
3641,Schenley,Canada,16,3,75.67,E
3643,Schlosswhisky,Germany,4,1,79.38,E
3646,Schwäbischer Whisky,Germany,5,1,70.00,F
3647,Schwane Destillerie,Germany,6,4,83.67,D
3648,Schwarzbuebe,Switzerland,1,1,72.00,F
3650,Schwarzer Pirat,Germany,4,2,77.34,E
3651,Schwarzwälder Whisky,Germany,1,1,71.00,F
3652,Schwenker,Germany,3,2,86.50,C
3655,Scotch Blue,Scotland,2,2,74.00,F
3657,Scotch Clarion,Scotland,1,1,60.00,G
3661,Scotch Islay Single Malt Whisky,Scotland,1,1,89.50,C
3662,Scotch Malt Whisky,Scotland,3,2,83.62,D
3663,Scotch No. 10,Scotland,6,1,79.25,E
3667,Scotch Universe,Scotland,51,48,86.35,C
3668,Scotch Whisky,Scotland,10,4,80.25,D
3669,Scotchman,Scotland,2,1,58.50,G
3670,Scotchwhisky.com,Scotland,1,1,87.00,C
3671,Scotia Royale,Scotland,2,1,80.75,D
3678,Scott's Special,Scotland,1,1,82.67,D
3680,Scottish Buiterling,Germany,5,3,86.67,C
3683,Scottish Collie,Scotland,3,2,67.34,G
3688,Scottish Glory,Scotland,3,2,70.00,F
3689,Scottish Leader,Scotland,19,11,76.45,E
3691,Scottish Parliament,Scotland,5,1,85.00,C
3693,Scottish Prince,Scotland,1,1,77.00,E
3696,Scriptor,Germany,6,3,70.83,F
3697,Sculte,Netherlands,8,4,85.21,C
3698,Seagram's,Canada,41,18,75.39,E
3699,Seamróg,Ireland,1,1,84.25,D
3700,Sean's Bar,Ireland,1,1,83.00,D
3703,Second Glance,United States,1,1,84.00,D
3704,Secret Bottlings Series,Scotland,21,17,83.94,D
3705,Secret Casks,Scotland,1,1,86.60,C
3706,Secret Distillery,Scotland,7,7,85.54,C
3707,Secret Highland,Scotland,1,1,83.00,D
3708,Secret Islay,Scotland,6,2,86.80,C
3709,Secret Orkney Distillery,Scotland,1,1,86.72,C
3710,Secret Speyside Distillery,Scotland,7,6,88.07,C
3711,Secrets of Islay,Scotland,1,1,85.33,C
3712,Seetaler Ur-Dinkel,Switzerland,8,5,83.60,D
3713,Selection from Islay,Scotland,3,1,67.00,G
3714,Selkie,Scotland,1,1,83.56,D
3717,Sennachie,Scotland,2,2,94.00,B
3719,Serendipity,Scotland,1,1,83.45,D
3721,Seute Deern,Germany,4,2,79.67,E
3725,Seven Islands,Scotland,1,1,84.50,D
3726,Seven Oaks,United States,3,1,68.00,G
3727,Seven Stills of San Francisco,United States,4,3,84.33,D
3728,Seventeen Twelve,United States,2,1,80.29,D
3729,Seventieth Anniversary Malt,Scotland,1,1,87.90,C
3731,Shanahan's,Ireland,2,2,76.50,E
3732,Share & Enjoy,Scotland,1,1,87.00,C
3733,Shaw,Ireland,1,1,76.00,E
3735,Sheep Dip,Scotland,23,17,79.73,E
3736,Sheeps under Palms,Germany,1,1,88.00,C
3737,Sheffer Fort,United States,4,2,47.50,G
3738,Shefford Manor,Canada,1,1,67.00,G
3740,Shelter Point,Canada,7,3,86.89,C
3741,Shenk's Homestead,United States,3,3,85.50,C
3743,Sherbrook,United States,1,1,90.00,B
3744,Sherry,Scotland,2,1,83.24,D
3745,Sherry Bomb,Germany,2,2,89.36,C
3746,Sherry Cask Collection,Scotland,6,6,86.59,C
3747,Sherry Darling,Sweden,4,4,82.32,D
3750,Shetland Reel,Scotland,7,2,85.50,C
3751,Shieldaig,Scotland,11,3,80.58,D
3752,Shin,Japan,2,2,79.00,E
3753,Shinshu,Japan,124,88,86.42,C
3754,Shippen Bros.,United States,2,2,81.67,D
3759,Shyte Whisky,Scotland,1,1,83.00,D
3760,SIA,Scotland,1,1,75.00,E
3761,Siar-Port,Scotland,1,1,81.00,D
3762,Signature,India,1,1,72.00,F
3763,Sikkim,India,4,4,58.00,G
3764,Sild,Germany,3,2,83.90,D
3765,Silkie,Ireland,1,1,61.67,G
3767,Silver Coyote,United States,1,1,81.00,D
3769,Silver Seal,Scotland,15,11,76.25,E
3773,Simon's,Germany,2,1,71.50,F
3775,Sin-Gold,Germany,8,5,73.87,F
3776,Single Barrel Light Whiskey,United States,4,2,80.50,D
3777,Single Barrel Rye Whiskey,United States,1,1,82.00,D
3778,Single Cask Single Island Malt,Scotland,1,1,84.67,D
3779,Single Cask Single Islay Malt,Scotland,4,2,82.00,D
3781,Single Grain Scotch Whisky,Scotland,2,2,81.13,D
3782,Single Highland Malt,Scotland,3,1,86.25,C
3784,Single Irish Malt,Ireland,2,1,78.00,E
3785,Single Island Malt,Scotland,6,3,86.33,C
3786,Single Islay Malt,Scotland,12,7,83.89,D
3787,Single Islay Malt Scotch Whisky,Scotland,3,2,80.67,D
3788,Single Lowland Grain,Scotland,1,1,90.92,B
3789,Single Lowland Malt,Scotland,3,2,80.75,D
3792,Single Malt Irish Whiskey,Ireland,25,23,86.65,C
3793,Single Malt Scotch Whisky,Scotland,10,3,79.83,E
3794,Single Malt Speyside Scotch Whisky,Scotland,1,1,73.00,F
3796,Single Speyside,Scotland,2,1,86.00,C
3797,Single Speyside Malt,Scotland,4,1,88.47,C
3798,Single Speyside Malt Scotch Whisky,Scotland,2,1,87.00,C
3799,Single-single,Scotland,13,9,86.94,C
3801,Siobhán,Ireland,1,1,90.21,B
3802,Sir Connery,Scotland,1,1,64.33,G
3803,Sir Edward's,Scotland,11,3,62.92,G
3808,Sir Pitterson,Scotland,2,1,31.00,G
3809,Sir Walter Raleigh,Scotland,5,1,68.00,G
3812,Skara Brae,Scotland,4,2,86.41,C
3813,Skara Brae,Scotland,1,1,83.00,D
3814,Skerridhu,Scotland,1,1,84.00,D
3817,Skot'Tiche,Belgium,1,1,51.00,G
3820,Skye,Scotland,1,1,96.00,A
3821,Slaintheva,Scotland,8,4,81.20,D
3822,Slane,Ireland,3,3,76.83,E
3823,Slane Castle,Ireland,2,2,72.75,F
3824,Slaughter House,United States,1,1,85.33,C
3825,Sleipnir,France,1,1,75.00,E
3826,Slieve Foy,Ireland,3,1,85.00,C
3827,Slitisian,Germany,4,3,60.83,G
3828,Slochmor,Scotland,1,1,85.00,C
3829,Sloupisti,Germany,13,12,73.75,F
3830,Slow Hand,United States,2,1,75.00,E
3831,Slyrs,Germany,115,80,77.16,E
3832,SmallestWhiskyBarOnEarth,Switzerland,29,13,79.26,E
3834,Smögen,Sweden,34,27,85.77,C
3835,Smoke Bomb,Scotland,1,1,82.75,D
3837,Smokehead,Scotland,15,12,83.48,D
3838,Smokestack,Scotland,1,1,83.50,D
3839,Smokey Joe,Scotland,2,1,79.87,E
3840,Smokin',Scotland,1,1,78.44,E
3841,Smokin' Islay Malt,Scotland,1,1,87.85,C
3842,Smoking Buffalo,Scotland,7,7,86.82,C
3843,Smoking Islay,Scotland,52,40,84.84,D
3844,Smoking Mill,Scotland,1,1,90.00,B
3845,Smoky Goat,Scotland,1,1,74.92,F
3846,Smoky Voice,Scotland,1,1,87.17,C
3847,Smooth Ambler,United States,143,40,83.96,D
3848,Smooth Gentleman,Scotland,4,3,79.11,E
3849,Smuggler's Vintage Cask,Scotland,1,1,87.00,C
3851,Snake River,United States,1,1,17.00,G
3852,Society of Bourbon Connoisseurs,United States,6,2,83.00,D
3855,Something Special,Scotland,21,12,82.67,D
3856,Somewhere from the Speyside,Scotland,2,1,80.57,D
3857,Somewhere in Ireland,Ireland,1,1,89.43,C
3858,Somewhere in Speyside,Scotland,1,1,91.59,B
3859,Somewhere in the Speyside Region,Scotland,1,1,89.17,C
3862,Sonnenbräu,Switzerland,6,4,78.38,E
3863,Sonnenscheiner,Germany,4,4,71.11,F
3864,Sonoma County,United States,16,13,85.17,C
3865,Sons of Liberty,United States,6,4,78.50,E
3867,Sound of Islay,Scotland,2,2,83.50,D
3868,South Boston,United States,1,1,70.00,F
3869,South Island,New Zealand,9,6,81.32,D
3870,South Islay Jewel,Scotland,1,1,89.00,C
3871,South Islay Single Malt,Scotland,1,1,85.50,C
3872,South of Islay,Scotland,2,2,84.68,D
3873,South Shore,Scotland,3,3,85.44,C
3874,South Shore Islay Malt,Scotland,1,1,84.60,D
3876,Southern Coast Distillers,Australia,8,2,83.50,D
3877,Southern Grain Spirits,New Zealand,1,1,65.33,G
3878,Southern Islay Single Malt Scotch Whisky,Scotland,1,1,80.67,D
3881,Southshore,Scotland,2,2,87.45,C
3882,Spade&Bushel,Ireland,1,1,81.00,D
3885,Special Islay Malt,Scotland,10,10,84.09,D
3888,Special Speyside Malt,Scotland,1,1,85.83,C
3889,Special Vatting,Scotland,7,6,82.58,D
3890,Speireag,Scotland,1,1,89.00,C
3891,Spencer Club,Scotland,1,1,77.50,E
3892,Sperbers,Germany,3,1,84.00,D
3893,SPEY,Scotland,27,19,83.22,D
3894,Spey River,Scotland,3,1,77.67,E
3895,Spey Royal,Scotland,6,2,84.00,D
3897,Speybridge,Scotland,5,4,85.64,C
3898,Speyburn,Scotland,138,104,83.14,D
3899,Speymhor,Scotland,1,1,72.50,F
3900,Speyside,Scotland,84,61,84.52,D
3902,Speyside Cooperage,Scotland,3,3,75.87,E
3903,Speyside distilled in Ballindalloch,Scotland,2,1,93.00,B
3904,Speyside Distillery,Scotland,183,123,83.98,D
3905,Speyside Finest,Scotland,3,3,88.55,C
3906,Speyside Glenlivet Region,Scotland,1,1,87.60,C
3907,Speyside Hero,Scotland,2,2,89.07,C
3908,Speyside King,Scotland,1,1,85.25,C
3909,Speyside Malt,Scotland,12,6,90.49,B
3910,Speyside Mysteria,Scotland,4,4,88.16,C
3911,Speyside Region,Scotland,62,56,89.46,C
3912,Speyside Region Malt,Scotland,9,6,91.30,B
3913,Speyside Region Selection,Scotland,5,5,87.17,C
3914,Speyside Reserve,Scotland,3,2,82.75,D
3915,Speyside Single Malt,Scotland,7,5,90.79,B
3916,Speyside Single Malt Scotch Whisky,Scotland,12,7,85.48,C
3917,Speyside's Finest Distillery,Scotland,4,3,91.28,B
3918,Speysider,Scotland,1,1,88.00,C
3921,Spice King,Scotland,9,8,80.61,D
3923,Spinnaker,Germany,15,8,72.49,F
3924,Spirale,Scotland,3,3,90.33,B
3926,Spirit Hound,United States,1,1,81.00,D
3927,Spirit of Aarhus,Denmark,1,1,76.00,E
3929,Spirit of Dublin,Ireland,3,2,69.25,G
3930,Spirit of Freedom,Scotland,4,4,82.31,D
3932,Spirit of Mensa,Scotland,3,1,88.00,C
3935,Spirit of Speyside Whisky Festival,Scotland,12,5,78.53,E
3936,Spirit of TOAD,United Kingdom,1,1,86.00,C
3937,Spirit of Unity,Scotland,1,1,83.19,D
3938,Spirit of Yorkshire Distillery,United Kingdom,2,2,89.00,C
3940,Spiritz of the Isles,Scotland,1,1,84.75,D
3941,Split Rock,United States,1,1,81.33,D
3946,Springavulin,Scotland,1,1,85.00,C
3947,Springbank,Scotland,2081,1553,88.72,C
3948,Spyniemor,Scotland,2,1,90.00,B
3951,St Magdalene,Scotland,124,97,89.09,C
3954,St. Beccan's Dram,Ireland,1,1,89.50,C
3955,St. Declan’s Well,Ireland,1,1,90.64,B
3958,St. George (RU),Russian Federation,1,1,82.00,D
3959,St. George Spirits,United States,16,9,78.63,E
3960,St. James' Blend,Scotland,1,1,82.00,D
3961,St. James's,Scotland,5,1,84.00,D
3962,St. Kilian,Germany,12,11,81.31,D
3964,St. Patrick's,Ireland,5,4,80.78,D
3965,St. Patrick's Prayer,Ireland,1,1,90.07,B
3968,Stagg Jr.,United States,11,10,87.53,C
3969,Stalk & Barrel,Canada,26,17,79.97,E
3970,Stammheimer,Switzerland,3,1,72.67,F
3972,Staoisha,Scotland,1,1,82.00,D
3974,Starkenberg,Austria,4,1,71.91,F
3977,Stars & Stripes,United States,5,1,65.00,G
3978,Starward,Australia,8,5,82.20,D
3979,Statesman,Scotland,6,2,53.85,G
3980,Stauning,Denmark,56,46,78.18,E
3989,Stewarts Cream of the Barley,Scotland,9,8,83.17,D
3990,Stewarts Dundee,United Kingdom,9,3,83.06,D
3992,Stillbrook,United States,8,2,81.10,D
3993,Stillhouse,United States,1,1,55.50,G
3994,StilltheOne,United States,2,1,83.00,D
3996,Stirling Castle,Scotland,1,1,83.25,D
3998,Stoaninger,Austria,1,1,77.50,E
4000,Stöfflbräu,Austria,1,1,72.50,F
4001,Stokerij De Onrust,Netherlands,3,2,60.34,G
4008,Stonewall Malts,Germany,2,2,89.94,C
4009,Stonewood,Germany,11,7,60.05,G
4010,Stork Club,Germany,6,3,77.56,E
4011,Storm,Scotland,2,2,80.34,D
4012,Störtebeker,Germany,2,1,76.50,E
4013,Straight Bourbon Whiskey,United States,9,6,88.65,C
4014,Straight Edge,United States,1,1,82.70,D
4015,Straight from the Cask,Scotland,3,2,87.84,C
4017,Stranahan's,United States,21,13,85.74,C
4018,Strangford,Ireland,2,1,72.00,F
4019,Strathayr,Scotland,2,1,77.00,E
4020,Strathbeag,Scotland,1,1,80.00,D
4022,Strathclyde,Scotland,125,91,85.92,C
4023,Strathcolm,Scotland,3,3,78.47,E
4024,Strathconon,Scotland,4,2,84.50,D
4025,Strathearn,Scotland,19,8,81.51,D
4026,Stratheden,Scotland,10,6,80.32,D
4028,Strathisla,Scotland,489,390,88.01,C
4029,Strathmill,Scotland,316,235,84.59,D
4030,Strathmore,Scotland,5,2,87.58,C
4031,Strathspey,Scotland,2,2,82.34,D
4033,Stronachie,Scotland,21,18,79.88,E
4039,Sugarlands,United Arab Emirates,2,2,76.50,E
4040,Sullivans Cove,Australia,90,59,84.18,D
4041,Sun Shine,Japan,6,4,85.44,C
4042,Sunken Still,Belgium,1,1,74.00,F
4044,Suntory,Japan,248,98,83.67,D
4045,Supreme,Scotland,1,1,87.00,C
4046,Surselva Bräu,Switzerland,5,1,66.25,G
4049,Sweden Rock,Scotland,2,2,69.82,G
4050,Swhisky,Switzerland,10,6,59.42,G
4051,Swiss Single Malt Whisky,Switzerland,1,1,85.00,C
4053,Swissky,Switzerland,9,4,77.71,E
4054,Swn Y Mor,United Kingdom,6,1,50.00,G
4058,Sylter Offshore,Germany,1,1,75.67,E
4059,Sylter Tide Whisky,Germany,1,1,68.90,G
4060,Sylter Watt,Germany,5,2,80.00,D
4061,Symphony,Scotland,1,1,85.00,C
4062,Syndicate 58/6,Scotland,2,1,82.50,D
4063,T-spooned Malt Whisky,Scotland,1,1,84.67,D
4064,T-Spooned Speyside Blended Malt Whisky,Scotland,1,1,76.00,E
4067,Tacoma,United States,1,1,79.00,E
4070,Taketsuru,Japan,49,37,86.24,C
4071,Talimburg,Scotland,1,1,86.85,C
4072,Talisker,Scotland,544,451,86.93,C
4075,Tambowie,Scotland,2,1,79.00,E
4076,Tamdhu,Scotland,396,286,84.96,D
4077,Tamifroyg,Scotland,1,1,88.88,C
4080,Tamnavulin,Scotland,173,123,85.39,C
4081,Tangle Ridge,Canada,1,1,71.00,F
4083,Tantallan,Scotland,9,3,80.53,D
4085,TAP,Canada,3,2,70.94,F
4087,Taranis,Germany,3,2,79.00,E
4088,Taranty,Scotland,3,1,90.00,B
4089,Tarracroy,Scotland,3,1,90.50,B
4090,Tartan Pride,Scotland,1,1,80.00,D
4092,Tasgall,Scotland,2,2,83.26,D
4093,Tasters' Choice,Scotland,3,3,88.67,C
4094,Tasty Creations,Scotland,16,10,83.27,D
4095,Tatoosh,United States,3,2,75.50,E
4096,Tattersall,United States,1,1,86.00,C
4098,Tax Collector,Scotland,3,1,80.50,D
4100,Tayside,Scotland,3,2,81.00,D
4101,Té Bheag,Scotland,8,6,81.73,D
4102,Teacher's,Scotland,44,26,79.09,E
4103,Teaghlach,Germany,1,1,89.86,C
4104,Teaninich,Scotland,301,208,86.22,C
4105,Tecker,Germany,19,9,72.28,F
4106,Teeling,Ireland,193,158,84.58,D
4107,Teerenpeli,Finland,29,26,80.74,D
4109,Telser,Liechtenstein,17,13,77.70,E
4111,Temperance Trader,United States,4,1,83.00,D
4112,Templeton,United States,7,7,81.51,D
4115,Ten High,United States,11,5,83.40,D
4116,Tennessee Bourbon,United States,6,5,86.98,C
4117,Tennessee Spirits Company,United States,3,1,84.00,D
4120,Tennessee Whisky,United States,2,1,85.67,C
4121,Texa Dram,Scotland,1,1,87.85,C
4122,Texas Ligation,United States,2,1,80.00,D
4124,Texelse,Netherlands,6,5,77.28,E
4126,The '90s,Scotland,1,1,90.00,B
4128,The Abbot's Choice,Scotland,15,4,80.13,D
4129,The Akkeshi,Japan,2,1,76.67,E
4130,The Alloway,Scotland,1,1,89.00,C
4131,The Alrik,Germany,13,13,90.34,B
4132,The Ambassador,United States,1,1,88.00,C
4133,The An Linnean Blend,Scotland,1,1,91.00,B
4134,The Annan,Scotland,1,1,89.00,C
4135,The Antiquary,Scotland,41,23,81.14,D
4138,The Auchtertyre,Scotland,1,1,87.00,C
4139,The Auld Brig,Scotland,1,1,81.00,D
4140,The Bailie Nicol Jarvie,Scotland,6,4,80.20,D
4142,The Banks O' Doon,Scotland,1,1,87.00,C
4143,The Bard's Best,Scotland,1,1,19.00,G
4144,The Belgian Owl,Belgium,69,43,78.14,E
4145,The Bennachie,Scotland,12,4,82.31,D
4146,The Big Smoke,Scotland,7,5,83.38,D
4147,The Big Strand,Scotland,1,1,83.29,D
4149,The Biggar,Scotland,1,1,81.00,D
4150,The Bitter Truth,United States,1,1,89.75,C
4151,The Black Diamond,Scotland,1,1,87.00,C
4155,The Bomb,Scotland,3,1,84.00,D
4162,The Captain's,Scotland,2,1,80.00,D
4163,The Càrn Mòr Blend,Scotland,1,1,78.67,E
4167,The Challenge,Scotland,2,1,80.00,D
4168,The Charles House,Scotland,5,3,50.33,G
4170,The Cigar Malt,Scotland,13,9,88.52,C
4171,The Circus,Scotland,1,1,86.53,C
4172,The Class,Scotland,1,1,61.00,G
4173,The Classic Cask,United States,14,6,91.89,B
4174,The Claymore,Scotland,8,3,76.33,E
4175,The Clydeside Distillery,Scotland,1,1,77.00,E
4176,The Coaster,New Zealand,2,1,71.00,F
4178,The Connoisseur's,Scotland,1,1,1.00,G
4179,The Corriemhor,Scotland,3,3,83.72,D
4180,The Dalvey,Scotland,2,1,85.00,C
4181,The Dark Secret,Scotland,5,5,87.70,C
4182,The Dark Side of Islay,Scotland,4,3,88.16,C
4186,The Deveron,Scotland,6,6,65.31,G
4187,The Dew Of The Grampians,Scotland,1,1,84.00,D
4191,The Dogs,Scotland,1,1,15.00,G
4193,The Double,Scotland,3,2,82.88,D
4194,The Double Single,Scotland,3,3,88.23,C
4196,The Dragon,Scotland,8,7,88.66,C
4199,The Dublin Liberties,Ireland,2,2,79.85,E
4200,The Dubliner,Ireland,3,2,76.60,E
4203,The Earl's,Scotland,1,1,84.67,D
4205,The Edge,Germany,1,1,80.67,D
4206,The Edrington Blend,Scotland,1,1,87.00,C
4207,The Ellisland,Scotland,1,1,82.00,D
4209,The English Whisky,United Kingdom,237,142,79.79,E
4210,The Entertainer,Scotland,1,1,89.20,C
4211,The Epicurean,Scotland,5,2,80.74,D
4212,The Eriskay,Scotland,1,1,90.33,B
4213,The Exceptional,Scotland,4,3,88.67,C
4214,The Exclusive Blend,Scotland,7,5,86.30,C
4219,The Famous Grouse,Scotland,139,88,78.78,E
4221,The Fat Trout,Scotland,4,3,77.67,E
4223,The Feathery,Scotland,2,2,82.67,D
