index,Brand,Country,Whiskies,Votes,Rating,Brand_Ranking
0,"'"GF'"",Scotland,3,3,91.42,B
1,"'"L'"",Scotland,1,1,83.67,D
3,'S Peaty,Scotland,11,5,86.81,C
4,'t Koelschip,Netherlands,8,6,33.45,G
5,(ri)1,United States,3,3,71.13,F
6,100 Pipers,Scotland,33,11,72.72,F
7,100% Islay Selection,Scotland,5,4,86.36,C
10,11Wells,United States,6,1,76.00,E
11,12 (B) Squadron,Scotland,2,1,86.00,C
13,1512 Spirits,United States,8,3,80.27,D
15,1792,United States,16,10,86.78,C
18,1815 - 13 Sterne,Switzerland,2,1,80.00,D
20,1836,Scotland,6,4,85.78,C
22,1936,Canada,1,1,80.00,D
23,2 Gingers,Ireland,1,1,76.27,E
24,2003 X 2013,Scotland,1,1,85.60,C
25,2005 X 2015,Scotland,1,1,86.62,C
27,2bar,United States,3,3,73.67,F
28,2nd Chance,United States,3,2,79.94,E
30,3 Isles,Scotland,1,1,75.00,E
31,3020,Switzerland,1,1,77.00,E
32,3D,Scotland,1,1,82.25,D
35,500 Year Malt,Scotland,2,2,89.00,C
36,5th and Harrison,Scotland,1,1,87.67,C
38,8:00 PM,India,2,1,62.00,G
39,8 Seconds,Canada,2,1,68.00,G
41,808,Scotland,2,1,74.00,F
42,A Confidential Distillery in Speyside,Scotland,1,1,87.00,C
43,A Distillery in Ireland,Ireland,3,3,87.08,C
44,A Distillery in Orkney,Scotland,4,2,87.61,C
45,A Distillery in Speyside,Scotland,1,1,89.00,C
46,A Distillery in Tennessee,United States,1,1,87.00,C
47,A Dream Of Scotland,Scotland,21,17,86.75,C
48,A Drop of the Irish,Ireland,29,21,84.09,D
49,A Local Islay,Scotland,1,1,81.67,D
50,A Northern Islay Distillery,Scotland,2,2,89.17,C
51,A Rare Find,Scotland,2,2,91.67,B
55,A Speyside Distillery,Scotland,11,10,86.73,C
56,A Speyside Malt,Scotland,1,1,88.00,C
57,A Speyside Single Malt,Scotland,3,3,90.41,B
58,A Splendid Speyside Surprise,Scotland,1,1,85.00,C
59,A Very Special Speyside,Scotland,1,1,86.00,C
60,A'echter Mölltaler,Austria,1,1,89.00,C
61,A. D. Laws,United States,10,3,83.33,D
64,A.H. Hirsch,United States,16,7,91.16,B
66,Aass & Egge,Norway,1,1,76.67,E
68,Aberdeen Angus,Argentina,1,1,55.00,G
71,Aberfeldy,Scotland,269,203,83.54,D
73,Aberlogie,Scotland,2,2,90.00,B
74,Aberlour,Scotland,777,611,85.12,C
75,Aberlour Glenlivet,Scotland,2,1,85.50,C
76,Abhainn Dearg,Scotland,19,17,66.13,G
77,Abrachan,Scotland,3,3,80.22,D
78,Abraham Bowman,United States,13,11,82.48,D
80,Adelscott,Scotland,1,1,81.00,D
83,Adnams,United Kingdom,8,7,73.94,F
84,Advent Scot,Scotland,1,1,76.50,E
86,Aecht Schlenkerla,Germany,1,1,61.00,G
88,Aflodals,Sweden,2,1,88.00,C
91,Against the Grain,Scotland,7,6,83.11,D
92,Agárdi,Hungary,1,1,80.67,D
93,Aged Malt Spirit,France,1,1,42.50,G
94,Aichinger,Austria,5,5,74.76,F
96,Ailein Mor,Scotland,2,2,82.00,D
97,Ailsa Bay,Scotland,2,2,80.75,D
98,Ainslie's,Scotland,32,12,82.35,D
100,Alainn,Scotland,1,1,92.00,B
101,Alambik,Netherlands,3,2,76.32,E
102,Alaska Outlaw,United States,1,1,55.00,G
106,Alberta,Canada,12,8,81.05,D
110,Aldunie Dufftown Malt,Scotland,1,1,85.00,C
116,Alibi,United States,2,1,50.00,G
117,Alistair Cunningham's,Scotland,1,1,88.00,C
120,Allgäu-Whisky,Germany,4,2,63.17,G
125,Allt-a-Bhainne,Scotland,263,198,82.39,D
126,Alpenwhisky,Austria,11,4,84.33,D
127,Alt Enderle,Germany,17,14,83.66,D
128,Altore,France,2,2,64.63,G
129,Always Mellow,Scotland,1,1,68.50,G
130,Amador,United States,2,2,83.59,D
131,Ambassador,Scotland,29,10,83.69,D
139,American Medicinal Spirits,United States,6,1,89.50,C
140,American Sour Mash,United States,1,1,81.00,D
142,American Whiskey,United States,1,1,83.00,D
144,Amrita,India,3,3,82.06,D
145,Amrut,India,314,262,85.04,C
146,An Cnoc,Scotland,84,75,84.00,D
147,An Iconic Speyside,Scotland,7,5,85.03,C
148,An Iconic Speyside Distillery,Scotland,6,3,86.96,C
149,An Islay Distillery,Scotland,4,4,87.46,C
150,Anam an Islay,Scotland,1,1,86.60,C
151,Ancestor,Scotland,14,5,87.10,C
154,Ancient Age,United States,23,5,82.15,D
161,Andy MacDuff,Scotland,2,1,78.00,E
162,Andy Player,Philippines,1,1,38.00,G
163,Angel's Dream,Scotland,2,2,81.00,D
164,Angel's Envy,United States,23,13,83.41,D
165,Angels and Devils,Scotland,1,1,76.00,E
166,Angels' Nectar,Scotland,4,2,81.27,D
167,Angus Dundee,Scotland,5,2,89.25,C
169,Angus McKay,Scotland,9,3,80.08,D
170,Anima,Netherlands,2,1,65.00,G
171,Ankara,Turkey,5,3,67.67,G
174,Anniversary Malt,Scotland,2,2,85.89,C
175,Anon.,Scotland,2,2,88.02,C
176,Anonymas,Scotland,1,1,91.25,B
177,Anonymous,Scotland,1,1,86.00,C
182,Antiquity,India,2,1,67.25,G
188,Arcanum,Scotland,2,2,84.75,D
189,Archer's,Scotland,8,3,83.58,D
191,Arctic Velvet,Scotland,1,1,78.00,E
192,ARD-MORE,Scotland,2,1,87.95,C
193,Ardbeg,Scotland,1557,1327,88.92,C
194,Ardenistle,Scotland,1,1,84.67,D
195,Ardlair,Scotland,4,2,84.59,D
197,Ardmore,Scotland,692,523,84.93,D
198,Ardnamurchan,Scotland,12,7,80.62,D
199,Ardnave,Scotland,4,3,70.67,F
200,Argyll,Scotland,9,3,84.33,D
201,Argyll Malt,Scotland,1,1,85.00,C
203,Armor,Scotland,2,2,88.34,C
204,Armorik,France,52,48,81.84,D
205,Arran,Scotland,1441,1132,85.05,C
206,Arthur Bell & Sons,Scotland,1,1,78.00,E
207,As We Get It,Scotland,32,31,83.35,D
208,Ascona Whisky,Switzerland,5,5,82.28,D
210,ASDA,Scotland,5,4,74.31,F
212,Askaig,Scotland,5,1,88.00,C
216,Asyla,Scotland,11,7,81.84,D
221,Auchentoshan,Scotland,835,614,83.85,D
222,Auchindoun,Scotland,7,6,83.42,D
223,Auchnagie,Scotland,10,7,79.48,E
224,Auchroisk,Scotland,327,231,84.25,D
226,Audny,Norway,3,3,64.61,G
227,August 17th,Belgium,2,1,60.33,G
231,Auld Acrimony,Scotland,1,1,79.00,E
233,Auld Blended,Scotland,2,2,88.92,C
235,Auld Edinburgh,Scotland,5,3,84.67,D
241,Auld Reekie,Scotland,4,3,80.85,D
244,Auld Stag,Egypt,1,1,52.00,G
245,Aultmore,Scotland,516,368,84.87,D
246,Aureum 1865,Germany,21,19,79.23,E
247,Austrasier,Germany,5,2,84.00,D
248,Autenrieder,Germany,1,1,76.00,E
251,Avonside,Scotland,16,5,87.56,C
253,AWA,France,22,13,79.26,E
254,Ayrer's,Germany,37,29,82.21,D
255,Ayreshire,Scotland,2,1,83.13,D
256,Ayrshire,Scotland,36,34,86.51,C
262,BAAS,Germany,4,4,74.46,F
264,Baby - Brook,Luxembourg,2,2,83.50,D
266,bachgau-Destille,Germany,5,1,65.00,G
268,Backbone Bourbon,United States,12,4,81.00,D
269,Baden Whisky,Germany,1,1,68.00,G
270,Badger,Scotland,1,1,96.00,A
271,Bagpiper,India,2,2,52.25,G
274,Bain's,South Africa,4,4,79.37,E
276,Baird's,Scotland,3,1,79.86,E
278,Baker's,United States,7,7,73.35,F
279,Bakery Hill,Australia,11,9,81.70,D
280,Balblair,Scotland,399,322,85.89,C
281,Balcarron,Scotland,2,2,87.00,C
282,Balcones,United States,55,47,80.11,D
284,Balgownie,Scotland,2,1,81.00,D
286,Ballantine's,Scotland,189,96,80.20,D
288,Ballechin,Scotland,109,93,85.08,C
289,Ballindalloch,Scotland,18,16,89.15,C
290,Ballindalloch Castle,Scotland,6,2,85.04,C
292,Bally Delicious,Scotland,1,1,86.33,C
294,Ballykeefe Distillery,Ireland,1,1,84.00,D
296,Balmenach,Scotland,364,249,84.92,D
297,Balmoral,Scotland,4,2,83.50,D
299,Balnagown,Scotland,1,1,75.00,E
300,Balnellan,Scotland,2,2,73.50,F
301,Baltach,Germany,4,3,81.08,D
303,Balvenie,Scotland,1577,884,86.43,C
304,Bán Poitín,Ireland,2,1,65.00,G
306,Banff,Scotland,153,126,88.08,C
307,Bank Note,Scotland,9,4,81.13,D
314,Barclay's,United States,11,1,85.00,C
318,Bårelegs,Scotland,1,1,83.00,D
321,Baron de Camenie,France,3,3,77.33,E
323,Barr an Uisce,Ireland,3,2,83.33,D
324,Barrel 5,Scotland,3,2,82.75,D
326,Barrell Bourbon,United States,32,14,86.04,C
328,Barrell Whiskey,United States,5,3,85.75,C
330,Barrogill,Scotland,1,1,76.67,E
331,Barstruie,Scotland,1,1,88.50,C
333,Barterhouse,United States,2,2,88.50,C
334,Barton,United States,11,4,85.63,C
336,Basil Hayden's,United States,11,11,79.68,E
339,Bastille 1789,France,3,2,70.72,F
342,Batshit Mental Ideas,England,1,1,89.50,C
348,Bealach Ruadh,Scotland,2,2,87.50,C
349,Beam's,United States,23,6,82.00,D
350,Beam's Choice,United States,52,4,81.88,D
351,BeanBall,United States,4,2,85.00,C
353,Beasty Bunny,Scotland,1,1,89.10,C
354,Beathan,Scotland,2,2,81.50,D
357,Beek,Netherlands,2,1,79.13,E
358,Begbies,Scotland,6,1,80.00,D
359,Beinaigen,Scotland,2,2,82.00,D
360,Beinn Dubh,Scotland,9,4,82.91,D
362,Békési Manufaktúra,Hungary,3,2,57.34,G
363,Belgrove,Australia,3,1,86.00,C
364,Bell's,Scotland,178,62,77.51,E
365,Belle Epoque,Australia,1,1,74.00,F
366,Belle Meade Bourbon,United States,11,4,87.92,C
369,Bellevoye,France,5,3,73.56,F
370,Bellows & Company,United States,9,1,89.00,C
372,Beltane,Scotland,3,1,91.00,B
373,Ben Aigen,Scotland,1,1,72.00,F
374,Ben Alder,Scotland,6,2,69.67,G
376,Ben Bracken,Scotland,21,21,77.59,E
377,Ben Cally,Scotland,1,1,86.00,C
378,Ben Cranefly,Scotland,6,1,75.00,E
379,Ben Gnat,Scotland,12,3,81.33,D
384,Ben Mhor,Scotland,2,2,86.40,C
386,Ben Nevis,Scotland,895,744,86.31,C
387,Ben Roland,Scotland,2,1,68.50,G
388,Ben Royal,Scotland,1,1,91.00,B
389,Ben Wyvis,Scotland,18,10,89.20,C
390,Ben's Blend,Scotland,1,1,92.00,B
391,Ben's Castle,Scotland,1,1,87.00,C
393,Benchmark,United States,13,1,80.00,D
397,Beneagles,Scotland,25,1,57.00,G
400,Benmore,Scotland,17,4,78.50,E
401,BenRiach,Scotland,1071,908,86.18,C
402,Benrinnes,Scotland,701,488,85.03,C
403,Benromach,Scotland,305,252,85.19,C
406,Bercloux,France,6,3,62.67,G
410,Berkshire,United States,4,2,82.00,D
412,Bernheim Original,United States,7,5,80.35,D
413,Berry's All Malt,Scotland,4,2,88.46,C
414,Berry's Best,Scotland,6,4,80.50,D
420,Bib & Tucker,United States,11,8,84.40,D
422,Biercée,Belgium,1,1,52.00,G
423,Bieri Brennerei Bauernhof,Switzerland,2,2,83.38,D
424,"Big '"T'"",Scotland,10,3,79.58,E
425,Big Ass,United States,1,1,79.00,E
427,Big Bottom,United States,15,8,82.38,D
429,Big Peat,Scotland,77,62,85.26,C
430,Bij Thijs Finest,Scotland,1,1,86.00,C
433,Bird Dog,United States,4,3,64.63,G
434,Bischof's,Germany,1,1,46.00,G
435,Bischoff,Germany,1,1,79.00,E
438,Bison Ridge,Canada,2,2,66.50,G
440,Bivrost,Scotland,2,1,86.00,C
441,Black & White,Scotland,62,26,81.36,D
443,Black Bottle,Scotland,27,17,78.10,E
444,Black Bull,Scotland,24,20,83.93,D
445,Black Burn,Scotland,2,2,75.63,E
450,Black Crow,United States,1,1,74.00,F
452,Black Dirt,United States,18,1,79.00,E
455,Black Forest,Germany,22,18,76.53,E
459,Black Horse,Germany,1,1,73.50,F
461,Black Islay Devil,Scotland,4,4,87.94,C
462,Black Jack,Scotland,14,7,81.42,D
463,Black Label,Scotland,1,1,79.00,E
465,Black Loch Dhu,Scotland,1,1,81.00,D
466,Black Maple Hill,United States,13,7,86.75,C
468,Black Mount,Canada,1,1,77.67,E
469,Black Mountain,France,4,3,76.96,E
472,Black Prince,Scotland,8,1,79.00,E
473,Black Ram,Bulgaria,4,2,60.50,G
474,Black Ribbon,Scotland,4,4,77.38,E
476,Black Rock,Ireland,4,4,86.23,C
477,Black Rock,Scotland,1,1,84.33,D
479,Black Saddle,United States,1,1,78.50,E
480,Black Scott,Scotland,3,1,52.00,G
482,Black Snake,Scotland,33,25,84.08,D
483,Black Swan,Scotland,3,1,78.00,E
485,Black Tartan,Scotland,1,1,85.50,C
486,Black Velvet,Canada,18,8,64.59,G
487,Black-Wood,Germany,2,1,68.00,G
488,Blackface,Scotland,2,2,81.87,D
491,Blackwater Distillery,Ireland,2,1,87.83,C
492,Blackwood,Ireland,5,4,63.00,G
493,Blackwoods,Canada,1,1,33.50,G
494,Blade and Bow,United States,3,2,83.42,D
495,Bladnoch,Scotland,710,455,84.72,D
496,Blainrow,Scotland,1,1,78.00,E
497,Blair Athol,Scotland,479,368,85.15,C
499,Blairfindy,Scotland,42,27,87.64,C
500,Blairfindy Moor,Scotland,1,1,87.20,C
501,Blairmhor,Scotland,9,4,77.26,E
503,Blanton's,United States,497,217,84.47,D
504,Blarney Stone,Ireland,1,1,69.00,G
505,Blaue Maus,Germany,23,10,67.03,G
506,Blend 285,Thailand,1,1,75.00,E
507,Blend Malt,Scotland,2,2,84.18,D
508,Blend No. 888,Scotland,1,1,78.33,E
509,Blend Scotch Whisky,Scotland,2,1,85.67,C
511,Blended Malt,Scotland,23,20,84.67,D
512,Blended Malt Scotch Whisky,Scotland,48,39,85.16,C
513,Blended Malt Whisky,Scotland,4,3,81.83,D
515,Blended Scotch,Scotland,1,1,89.00,C
516,Blended Scotch Whisky,Scotland,31,24,85.91,C
518,Bliesgau,Germany,2,1,86.33,C
519,Blood Oath,United States,4,3,86.60,C
522,Blue Hanger,Scotland,12,9,85.61,C
532,Böckl,Austria,4,3,69.00,G
533,Bodach - Aislig,Scotland,2,1,87.64,C
534,Bodding Lokn,Austria,4,2,84.25,D
535,Bofet,Germany,1,1,87.00,C
537,Boldizar,Germany,1,1,72.00,F
538,Bombastic Betty,Scotland,1,1,84.83,D
539,Bomberger's,United States,2,1,87.00,C
541,Bond 7,Kenya,3,1,70.00,F
542,Bonded Beam,United States,3,1,88.00,C
546,Bonnie Clyde,Scotland,3,3,82.17,D
548,Booker's,United States,94,64,86.15,C
549,Booker's Rye,United States,1,1,90.43,B
551,Boone's Knoll,United States,2,1,85.00,C
554,Borders,Scotland,2,2,77.00,E
555,Bosch-Edelbrand,Germany,4,2,69.65,G
556,Boston Club,Japan,3,1,83.00,D
558,Bounty Hunter,United States,2,1,91.50,B
561,Bourbon de Luxe,United States,5,1,81.00,D
564,Bourbon Supreme,United States,6,3,84.50,D
3483,Rivals,Scotland,1,1,90.50,B
566,Bourbon Whiskey,United States,3,2,80.75,D
567,Bow Street Distillery,Ireland,2,2,92.21,B
568,Bowen's,United States,3,2,85.50,C
569,Bower Hill,United States,4,2,82.50,D
570,Bowman Brothers,United States,2,2,83.75,D
571,Bowmore,Scotland,2679,2041,86.95,C
572,Box,Sweden,99,69,83.18,D
573,Boyne,Ireland,5,5,84.77,D
575,Braeckman Distillers,Belgium,1,1,88.27,C
578,Braemoray,Scotland,3,1,88.00,C
579,Braes of Glenlivet,Scotland,129,100,85.40,C
580,Braeval,Scotland,178,127,83.68,D
581,Brandy Cask,Scotland,2,1,85.25,C
582,Braon Peat,Scotland,8,7,87.02,C
584,Brauerei Falken,Switzerland,8,7,79.95,E
585,Brauerei Monstein,Switzerland,22,7,70.21,F
586,Braunstein,Denmark,33,27,79.65,E
588,Breaker,United States,3,1,86.00,C
589,Breath of Islay,Scotland,14,14,86.94,C
590,Breath of Speyside,Scotland,12,11,87.63,C
591,Breath of the Highlands,Scotland,3,3,88.80,C
592,Breath of the Isles,Scotland,8,8,85.74,C
593,Breckenridge,United States,5,2,83.03,D
594,Breichin,Scotland,1,1,82.50,D
595,Breizh,France,2,2,76.75,E
596,Brenne,France,5,3,68.47,G
598,Brennerei Kramer,Switzerland,6,3,78.78,E
599,Brennerei Ludwig Faber,Germany,1,1,38.67,G
600,Brennerei Martin Meier,Germany,3,2,64.17,G
601,Breuckelen,United States,4,3,67.83,G
605,Bridge of Avon,Scotland,3,3,88.54,C
607,Brigantia,Germany,9,8,79.91,E
608,Brigg's,Scotland,1,1,78.50,E
610,Britannia,Scotland,7,3,76.67,E
612,Brodgar,Scotland,4,3,86.67,C
615,Brogans Legacy,Ireland,2,2,82.25,D
616,Broger,Austria,12,11,60.81,G
618,Broker's Finest,Scotland,1,1,89.88,C
620,Brora,Scotland,234,201,89.77,C
621,Brothers in Arms,Ireland,4,4,82.92,D
624,Bruichladdich,Scotland,1655,1281,85.98,C
625,Brunschwiler Brennerei,Switzerland,6,3,75.00,E
626,Brut de Fût,Japan,1,1,85.86,C
629,Buain Mhoine,Scotland,2,2,42.10,G
630,buair an diabhail of Islay,Scotland,19,19,87.56,C
632,Buchanan's,Scotland,21,10,80.15,D
633,Bucheggberger,Switzerland,12,4,79.42,E
635,Buck,United States,1,1,81.00,D
640,Buckwheat,United States,1,1,78.00,E
641,Buechibärger Whiskey,Switzerland,9,2,83.00,D
642,Buffalo Bill,United States,2,1,79.00,E
644,Buffalo Trace,United States,167,65,81.42,D
645,Bull Head,United States,2,1,84.00,D
646,Bulleit,United States,25,17,81.00,D
647,Bulloch Lade's,Scotland,7,2,78.00,E
648,Bully Boy Distillers,United States,4,1,80.00,D
649,Bunnahabhain,Scotland,2002,1596,86.40,C
650,Bunratty,Ireland,7,2,35.63,G
651,Burberrys',Scotland,9,2,77.50,E
652,Burgdorfer,Switzerland,8,3,71.83,F
654,Burke & Barry,Scotland,3,1,70.00,F
655,Burke's,Ireland,7,4,87.29,C
656,Burn of Speyside,Scotland,3,3,81.08,D
657,Burn Stewart,Scotland,4,2,79.00,E
658,Bùrn-Taobh,Scotland,1,1,86.71,C
660,Burns Nectar,Scotland,3,1,64.00,G
661,Burns Night,Scotland,1,1,84.00,D
662,Burnside,Scotland,47,38,86.35,C
663,Burnside Bourbon,United States,2,2,78.13,E
665,Bushmills,Ireland,229,140,82.74,D
666,Butcher's,United States,1,1,83.00,D
667,Butterfly Temptations,Scotland,1,1,82.50,D
670,Cabin Fever,United States,1,1,72.00,F
671,Cabin Still,United States,9,4,78.69,E
674,Caermory,Scotland,3,2,85.67,C
675,Café Z,Germany,1,1,86.50,C
676,Cailleach,Scotland,5,4,83.63,D
677,Cairn Guish,Scotland,1,1,88.00,C
679,Cairngorm's Dew,Scotland,1,1,76.00,E
680,Cairnleigh,Scotland,1,1,79.00,E
681,Cairnluish,Scotland,2,2,68.00,G
682,Cairns,Scotland,3,1,80.00,D
683,Calchou,Scotland,2,2,85.00,C
684,Caldera,Canada,2,1,83.00,D
685,Caledonian,Scotland,72,49,86.68,C
686,Calumet Farm,United States,3,1,84.38,D
687,Calvert Extra,United States,2,1,78.00,E
688,Cambus,Scotland,116,85,85.09,C
691,Cameron's,Scotland,4,1,75.50,E
692,Cameronbridge,Scotland,145,107,84.67,D
694,Campbell's,Scotland,10,1,85.00,C
695,Campbeltown,Scotland,5,4,88.13,C
696,Campbeltown Blended Malt,Scotland,21,19,86.98,C
697,Campbeltown Commemoration,Scotland,24,24,82.56,D
698,Campbeltown Loch,Scotland,21,15,82.35,D
699,Campbeltown Malt Scotch Whisky,Scotland,2,2,89.00,C
700,Campbeltown PBS,Scotland,3,3,85.83,C
701,Campbeltown Region,Scotland,1,1,82.55,D
702,Campbeltown Row,Scotland,1,1,89.00,C
704,Canadian,Canada,1,1,58.00,G
705,Canadian Club,Canada,68,38,76.22,E
707,Canadian Mist,Canada,6,4,58.88,G
708,Canadian Mountains,Canada,1,1,82.00,D
710,Canadian Rockies,Canada,1,1,86.00,C
713,Canadian Special Old,Canada,1,1,65.00,G
714,Canadian Tippers,Canada,2,1,46.00,G
716,Canadian Whiskey,Canada,1,1,71.00,F
717,Canadian Whisky,Canada,2,1,82.00,D
718,Candid,Scotland,2,2,83.84,D
719,Canto Cask,Scotland,17,12,84.48,D
720,Cantoni Bernardo,Scotland,1,1,91.25,B
721,Caol Ila,Scotland,3145,2225,86.75,C
722,Cap 4,Scotland,1,1,73.00,F
724,Caperdonich,Scotland,420,338,87.38,C
727,Captain Don's,Netherlands Antilles,3,2,65.75,G
729,Cardhu,Scotland,126,83,82.24,D
730,Caribou Crossing,Canada,2,1,86.50,C
732,Carlingford,Ireland,1,1,78.50,E
733,Carlton,Scotland,3,2,78.00,E
735,Carnaby St.,Scotland,10,1,86.00,C
737,Carraig Dubh,Scotland,1,1,87.00,C
738,Carsebridge,Scotland,75,55,87.12,C
741,Cask Force,Scotland,1,1,85.00,C
742,Cask Islay,Scotland,7,7,82.28,D
743,Cask Orkney,Scotland,1,1,87.21,C
744,Caskieben,Scotland,2,1,89.00,C
745,Cassidy's,Ireland,2,1,77.00,E
746,Cassius Clay,United States,1,1,85.75,C
748,Castle Rock,Scotland,3,1,58.50,G
753,Catoctin Creek,United States,18,7,76.77,E
754,Catskill,United States,2,1,85.00,C
755,Catto,Scotland,3,3,83.13,D
756,Catto's,Scotland,16,7,78.74,E
760,Cawdordew,Scotland,2,1,90.00,B
761,Cearban,Scotland,1,1,70.00,F
762,Cedar Brook,United States,3,1,89.00,C
763,Cedar Ridge,United States,6,1,83.00,D
765,CELP,Scotland,3,3,77.57,E
767,Celtic Cask,Ireland,24,12,86.00,C
772,Celtique Connexion,France,22,16,85.88,C
773,Centenary Blend,Scotland,2,1,87.33,C
778,Chamberlains,Scotland,1,1,84.50,D
779,Champion,Cyprus,2,1,78.00,E
781,Charbay,United States,8,3,85.61,C
784,Charter Oak,United States,1,1,90.00,B
787,Chequers,Scotland,15,5,83.70,D
788,Cherry,Japan,2,2,80.09,D
792,Chichibu,Japan,209,184,87.39,C
793,Chichibu X Hanyu,Japan,1,1,89.33,C
794,Chicken Cock,United States,13,3,75.00,E
795,Chicken Hill,Switzerland,14,6,76.75,E
796,Chieftain's,Scotland,32,20,87.69,C
797,Chieftain's Choice,Scotland,7,6,90.83,B
798,Chimera,Scotland,3,2,85.90,C
799,Chita,Japan,9,7,81.88,D
800,Chivalry,Scotland,1,1,65.00,G
801,Chivas Brothers,Scotland,24,11,85.30,C
803,Chivas Regal,Scotland,110,70,77.64,E
805,Christmas Malt,Scotland,9,7,85.81,C
814,Cladach,Scotland,1,1,88.00,C
818,Clan Blend,Scotland,2,2,73.50,F
819,Clan Campbell,Scotland,33,10,71.30,F
820,Clan Denny,Scotland,8,7,84.80,D
821,Clan Fraser,Scotland,3,2,75.00,E
822,Clan Gold,Scotland,4,1,75.00,E
823,Clan House,Scotland,1,1,75.00,E
824,Clan MacGregor,Scotland,14,6,68.25,G
825,Clan More,Scotland,1,1,84.00,D
827,Clan Murray,Scotland,2,2,72.00,F
831,Clandestine,Scotland,1,1,86.85,C
832,Clansman,Scotland,2,1,72.00,F
834,Clarke's,United States,6,5,67.93,G
835,Classic,Scotland,2,1,85.06,C
836,Classic Campbeltown,Scotland,2,2,85.65,C
837,Classic Highland,Scotland,1,1,80.00,D
838,Classic Islay,Scotland,2,2,82.17,D
840,Classic of Islay,Scotland,181,156,86.16,C
842,Cleveland,United States,12,4,80.96,D
845,Cloc Whisky,Denmark,2,1,79.00,E
846,Cloch Fhealsúnaí,Ireland,1,1,82.00,D
847,Clonakilty,Ireland,2,2,84.42,D
848,Clonmel,Ireland,2,2,83.00,D
849,Clontarf,Ireland,23,16,72.03,F
852,Club 99,Scotland,2,1,70.00,F
856,Cluny,Scotland,22,7,79.63,E
857,Clyde May's,United States,9,4,79.72,E
858,Clydebank,Scotland,2,1,64.50,G
859,Clynelish,Scotland,1589,1233,86.51,C
861,Coburg 1830,Belgium,1,1,81.00,D
863,Cockburn,Scotland,5,3,75.11,E
864,Cockburns,Scotland,2,2,83.13,D
865,Cody Road,United States,8,2,81.00,D
867,Coeur de Cave,Scotland,3,2,87.58,C
868,Cofaidh,Germany,3,1,86.00,C
869,Coillmór,Germany,50,38,70.24,F
870,Coilltean,Scotland,6,6,90.67,B
871,Coinnich,Scotland,2,2,80.50,D
872,Coleburn,Scotland,78,53,86.34,C
873,Coleraine,Ireland,2,2,84.34,D
874,Colkegan,United States,4,3,82.93,D
875,Collabor&tion,United States,2,1,79.00,E
876,Collection Moon,Scotland,2,1,83.33,D
877,Collectivum XXVIII,Scotland,1,1,86.91,C
880,Collier and McKeel,United States,2,1,72.00,F
881,Collingwood,Canada,3,2,81.49,D
883,Colonel E.H. Taylor,United States,16,14,86.96,C
885,Colonel Lee,United States,4,2,80.00,D
888,Colorado Gold,United States,3,1,75.00,E
889,Columban of Iona,Ireland,1,1,90.68,B
892,Còmhlan,Scotland,5,4,86.15,C
893,Coming from Islay,Scotland,4,3,87.63,C
894,Commonwealth Games,Scotland,2,1,88.50,C
895,Conaill Carnagh,Ireland,1,1,86.00,C
896,Concannon,Ireland,1,1,70.50,F
898,Confidential Cask,Scotland,9,9,85.75,C
900,Connacht,Ireland,2,1,82.00,D
902,Connemara,Ireland,87,72,82.82,D
906,Constantine Stores,United Kingdom,1,1,94.00,B
909,Convalmore,Scotland,107,80,86.83,C
911,Cooley,Ireland,80,64,85.94,C
914,Coopers & Lybrand Deloitte,Scotland,1,1,89.00,C
917,Cooperstown,United States,2,1,46.00,G
918,Copper Dog,Scotland,1,1,80.67,D
919,Copper Fox,United States,3,2,81.31,D
921,Coppersea,United States,4,1,88.00,C
922,Copperworks,United States,5,1,87.00,C
927,Corner Creek,United States,3,3,82.07,D
929,Cornish Moonshine,United Kingdom,5,2,54.00,G
931,Corryhabbie,Scotland,2,2,88.00,C
932,Corsair Artisan Distillery,United States,20,6,76.22,E
933,Corshelloch,Scotland,1,1,85.50,C
935,Corvill,Germany,2,1,40.67,G
937,Cotswolds Distillery,United Kingdom,20,10,81.99,D
941,County Louth,Ireland,1,1,81.57,D
942,County of Antrim,Ireland,2,2,90.50,B
943,Couvreur's Clearach,France,5,5,77.16,E
945,Coylumbridge,Scotland,1,1,85.00,C
946,Coyote Ugly,Canada,1,1,70.00,F
947,Crabbie,Scotland,8,2,86.00,C
948,Cradle Mountain,Australia,8,6,84.26,D
949,Cragabus,Scotland,2,2,81.85,D
950,Cragganmore,Scotland,540,390,84.64,D
954,Craigduff,Scotland,5,5,87.47,C
955,Craigellachie,Scotland,615,417,84.50,D
957,Craiglodge,Scotland,4,3,73.58,F
958,Craigmills,Scotland,1,1,83.25,D
959,Craignure,Scotland,2,2,72.00,F
961,Craoi na Móna,Ireland,3,2,77.83,E
962,Crater Lake,United States,3,1,76.00,E
964,Crawford's,Scotland,15,11,82.66,D
965,Crazy 5,Scotland,1,1,83.00,D
966,Crazy Christmas Edition,Germany,1,1,88.00,C
967,Crazy Cock,India,1,1,83.00,D
968,Crazy Creature Edition,Scotland,1,1,86.67,C
969,Crazy Glen,Scotland,4,1,83.25,D
970,Crazy Horse,Scotland,2,1,79.00,E
971,Crazy Stallion,Scotland,1,1,81.50,D
972,Crazy Uncle,Australia,2,1,81.00,D
975,Creations,Scotland,15,15,86.42,C
979,Croftengea,Scotland,52,38,83.23,D
980,Crois Chill Daltain,Scotland,2,2,91.24,B
